MtgCode,Track,MtgType,State,NoRaces,NoRunners,AdjRun,FavWin,Day,OtherWin,10Win,20Win,40Win,90Win
13-Jan-23 Ballina,Ballina,Country,NSW,8,81,8,1,6,5,2,0,0,0
13-Jan-23 Cranbourne,Cranbourne,Country,VIC,8,69,7,3,6,4,1,0,0,0
13-Jan-23 Geelong,Geelong,Country,VIC,8,77,7.5,0,6,6,1,1,0,0
12-Jan-23 Gunnedah,Gunnedah,Country,NSW,8,90,9,1,5,4,2,0,1,0
12-Jan-23 Moruya,Moruya,Country,NSW,7,63,6.5,3,5,3,1,0,0,0
12-Jan-23 Pakenham,Pakenham,Country,VIC,8,84,8.5,3,5,3,2,0,0,0
12-Jan-23 Penola,Penola,Country,SA,8,82,8,1,5,6,1,0,0,0
11-Jan-23 Canberra,Canberra,Country,ACT,8,65,6.5,3,4,3,2,0,0,0
10-Jan-23 Albury,Albury,Country,NSW,8,74,7.5,3,3,4,1,0,0,0
10-Jan-23 Yarra Valley,Yarra Valley,Country,VIC,8,90,9,4,3,2,2,0,0,0
9-Jan-23 Taree,Taree,Country,NSW,7,64,6.5,1,2,3,3,0,0,0
9-Jan-23 Dubbo,Dubbo,Country,NSW,7,86,8.5,4,2,2,1,0,0,0
8-Jan-23 Mornington,Mornington,Country,VIC,7,57,5.5,3,1,3,1,0,0,0
7-Jan-23 Glen Innes,Glen Innes,Country,NSW,6,64,6.5,3,7,3,0,0,0,0
7-Jan-23 Queanbeyan,Queanbeyan,Country,NSW,6,52,5,1,7,2,2,0,0,1
7-Jan-23 Werribee,Werribee,Country,VIC,6,71,7,2,7,2,1,1,0,0
6-Jan-23 Cranbourne,Cranbourne,Country,VIC,8,66,6.5,3,6,3,2,0,0,0
6-Jan-23 Port Macquarie,Port Macquarie,Country,NSW,8,90,9,4,6,2,1,0,1,0
6-Jan-23 Stawell,Stawell,Country,VIC,9,103,10.5,4,6,5,0,0,0,0
6-Jan-23 Orange,Orange,Country,NSW,8,69,7,1,6,6,1,0,0,0
5-Jan-23 Wagga,Wagga,Country,NSW,8,83,8.5,6,5,1,0,0,1,0
4-Jan-23 Geelong,Geelong,Country,VIC,8,86,8.5,3,4,3,2,0,0,0
3-Jan-23 Taree,Taree,Country,NSW,8,84,8.5,4,3,4,0,0,0,0
3-Jan-23 Muswellbrook,Muswellbrook,Country,NSW,7,75,7.5,1,3,6,0,0,0,0
3-Jan-23 Stony Creek,Stony Creek,Country,VIC,8,69,7,2,3,4,2,0,0,0
2-Jan-23 Moruya,Moruya,Country,NSW,8,62,6,2,2,5,0,1,0,0
2-Jan-23 Gilgandra,Gilgandra,Country,NSW,7,68,7,3,2,3,0,1,0,0
2-Jan-23 Terang,Terang,Country,VIC,8,81,8,4,2,2,2,0,0,0
1-Jan-23 Inverell,Inverell,Country,NSW,8,94,9.5,4,1,3,1,0,0,0
1-Jan-23 Port Macquarie,Port Macquarie,Country,NSW,6,60,6,3,1,3,0,0,0,0
1-Jan-23 Burrumbeet,Burrumbeet,Country,VIC,9,72,7,1,1,6,0,2,0,0
1-Jan-23 Mornington,Mornington,Country,VIC,7,73,7.5,3,1,3,1,0,0,0
31-Dec-22 Warrnambool,Warrnambool,Country,VIC,8,83,8.5,3,7,4,1,0,0,0
31-Dec-22 Gilgandra,Gilgandra,Country,NSW,6,68,7,3,7,0,1,2,0,0
31-Dec-22 Nowra,Nowra,Country,NSW,6,53,5.5,3,7,2,0,1,0,0
30-Dec-22 Canberra,Canberra,Country,ACT,10,68,7,4,6,6,0,0,0,0
30-Dec-22 Wangaratta,Wangaratta,Country,VIC,8,100,10,1,6,5,2,0,0,0
30-Dec-22 Orange,Orange,Country,NSW,7,69,7,5,6,2,0,0,0,0
29-Dec-22 Cranbourne,Cranbourne,Country,VIC,8,71,7,6,5,2,0,0,0,0
29-Dec-22 Coffs Harbour,Coffs Harbour,Country,NSW,8,85,8.5,3,5,4,1,0,0,0
29-Dec-22 Naracoorte,Naracoorte,Country,SA,7,64,6.5,3,5,2,0,2,0,0
28-Dec-22 Corowa,Corowa,Country,NSW,7,53,5.5,4,4,3,0,0,0,0
28-Dec-22 Mornington,Mornington,Country,VIC,8,64,6.5,1,4,6,1,0,0,0
28-Dec-22 Bowraville,Bowraville,Country,NSW,6,43,4.5,3,4,2,1,0,0,0
27-Dec-22 Sapphire Coast,Sapphire Coast,Country,NSW,7,60,6,4,3,3,0,0,0,0
27-Dec-22 Murwillumbah,Murwillumbah,Country,NSW,7,59,6,5,3,2,0,0,0,0
27-Dec-22 Stony Creek,Stony Creek,Country,VIC,8,72,7,3,3,5,0,0,0,0
26-Dec-22 Geelong,Geelong,Country,VIC,7,69,7,2,2,4,1,0,0,0
26-Dec-22 Ballina,Ballina,Country,NSW,6,56,5.5,4,2,1,1,0,0,0
24-Dec-22 Tamworth,Tamworth,Country,NSW,8,90,9,4,7,4,0,0,0,0
23-Dec-22 Cranbourne,Cranbourne,Country,VIC,8,83,8.5,1,6,6,1,0,0,0
23-Dec-22 Wagga,Wagga,Country,NSW,8,79,8,2,6,4,2,0,0,0
23-Dec-22 Coonabarabran,Coonabarabran,Country,NSW,8,92,9,0,6,6,1,1,0,0
23-Dec-22 Yarra Valley,Yarra Valley,Country,VIC,10,110,11,3,6,3,4,0,0,0
22-Dec-22 Wangaratta,Wangaratta,Country,VIC,8,91,9,4,5,3,1,0,0,0
20-Dec-22 Scone,Scone,Country,NSW,7,72,7,3,3,1,2,1,0,0
20-Dec-22 Terang,Terang,Country,VIC,10,119,12,5,3,2,1,1,1,0
19-Dec-22 Corowa,Corowa,Country,NSW,7,61,6,1,2,4,2,0,0,0
19-Dec-22 Dubbo,Dubbo,Country,NSW,7,75,7.5,2,2,3,1,0,1,0
18-Dec-22 Moruya,Moruya,Country,NSW,8,97,9.5,5,1,3,0,0,0,0
18-Dec-22 Werribee,Werribee,Country,VIC,8,77,7.5,4,1,3,1,0,0,0
18-Dec-22 Taree,Taree,Country,NSW,7,79,8,3,1,3,1,0,0,0
18-Dec-22 Horsham,Horsham,Country,VIC,7,81,8,3,1,2,2,0,0,0
17-Dec-22 Benalla,Benalla,Country,VIC,6,63,6.5,2,7,4,0,0,0,0
17-Dec-22 Colac,Colac,Country,VIC,7,69,7,2,7,4,1,0,0,0
17-Dec-22 Moree,Moree,Country,NSW,6,53,5.5,4,7,1,1,0,0,0
16-Dec-22 Warren,Warren,Country,NSW,7,76,7.5,2,6,3,2,0,0,0
16-Dec-22 Ballina,Ballina,Country,NSW,8,80,8,2,6,4,2,0,0,0
16-Dec-22 Geelong,Geelong,Country,VIC,8,84,8.5,4,6,4,0,0,0,0
16-Dec-22 Goulburn,Goulburn,Country,NSW,7,69,7,4,6,3,0,0,0,0
15-Dec-22 Kyneton,Kyneton,Country,VIC,8,83,8.5,4,5,3,0,1,0,0
13-Dec-22 Tuncurry,Tuncurry,Country,NSW,8,84,8.5,2,3,5,0,1,0,0
13-Dec-22 Tamworth,Tamworth,Country,NSW,8,86,8.5,3,3,5,0,0,0,0
13-Dec-22 Mornington,Mornington,Country,VIC,8,68,7,2,3,4,1,1,0,0
11-Dec-22 Canberra,Canberra,Country,ACT,8,72,7,2,1,4,1,1,0,0
11-Dec-22 Bendigo,Bendigo,Country,VIC,8,92,9,2,1,4,2,0,0,0
11-Dec-22 Armidale,Armidale,Country,NSW,8,81,8,4,1,3,0,0,0,1
11-Dec-22 Bordertown,Bordertown,Country,SA,8,91,9,5,1,3,0,0,0,0
10-Dec-22 Wangaratta,Wangaratta,Country,VIC,10,126,12.5,2,7,2,4,2,0,0
10-Dec-22 Albury,Albury,Country,NSW,7,70,7,5,7,1,1,0,0,0
10-Dec-22 Coffs Harbour,Coffs Harbour,Country,NSW,6,54,5.5,2,7,3,1,0,0,0
9-Dec-22 Cranbourne,Cranbourne,Country,VIC,8,75,7.5,1,6,6,1,0,0,0
9-Dec-22 Scone,Scone,Country,NSW,7,73,7.5,5,6,0,2,0,0,0
9-Dec-22 Moe,Moe,Country,VIC,8,90,9,2,6,4,2,0,0,0
9-Dec-22 Dubbo,Dubbo,Country,NSW,6,74,7.5,2,6,3,0,1,0,0
9-Dec-22 Murwillumbah,Murwillumbah,Country,NSW,8,54,5.5,3,6,5,0,0,0,0
8-Dec-22 Queanbeyan,Queanbeyan,Country,NSW,7,60,6,3,5,4,0,0,0,0
8-Dec-22 Warrnambool,Warrnambool,Country,VIC,8,83,8.5,1,5,5,1,1,0,0
6-Dec-22 Bathurst,Bathurst,Country,NSW,7,56,5.5,0,3,7,0,0,0,0
6-Dec-22 Ballina,Ballina,Country,NSW,7,65,6.5,3,3,2,2,0,0,0
6-Dec-22 Hamilton,Hamilton,Country,VIC,8,89,9,3,3,4,1,0,0,0
5-Dec-22 Kempsey,Kempsey,Country,NSW,7,71,7,4,2,1,1,1,0,0
5-Dec-22 Wagga,Wagga,Country,NSW,7,65,6.5,0,2,5,2,0,0,0
4-Dec-22 Werribee,Werribee,Country,VIC,9,91,9,2,1,5,1,1,0,0
4-Dec-22 Nowra,Nowra,Country,NSW,8,67,6.5,3,1,5,0,0,0,0
4-Dec-22 Bairnsdale,Bairnsdale,Country,VIC,7,64,6.5,2,1,4,1,0,0,0
3-Dec-22 Albury,Albury,Country,NSW,6,77,7.5,3,7,2,1,0,0,0
3-Dec-22 Gunnedah,Gunnedah,Country,NSW,7,79,8,2,7,4,1,0,0,0
3-Dec-22 Stawell,Stawell,Country,VIC,8,95,9.5,6,7,2,0,0,0,0
2-Dec-22 Mudgee,Mudgee,Country,NSW,8,88,9,3,6,4,1,0,0,0
2-Dec-22 Mornington,Mornington,Country,VIC,8,83,8.5,1,6,4,1,2,0,0
1-Dec-22 Coffs Harbour,Coffs Harbour,Country,NSW,8,84,8.5,0.5,5,4,2.5,1,0,0
1-Dec-22 Wangaratta,Wangaratta,Country,VIC,9,101,10,3,5,4,2,0,0,0
30-Nov-22 Geelong,Geelong,Country,VIC,8,88,9,2,4,3,2,0,1,0
29-Nov-22 Tamworth,Tamworth,Country,NSW,8,86,8.5,3,3,5,0,0,0,0
29-Nov-22 Ararat,Ararat,Country,VIC,8,85,8.5,5,3,3,0,0,0,0
28-Nov-22 Sapphire Coast,Sapphire Coast,Country,NSW,7,76,7.5,3,2,3,1,0,0,0
28-Nov-22 Taree,Taree,Country,NSW,7,61,6,3,2,2,1,0,1,0
28-Nov-22 Kyneton,Kyneton,Country,VIC,9,90,9,3,2,5,0,1,0,0
27-Nov-22 Warrnambool,Warrnambool,Country,VIC,9,107,10.5,1,1,4,3,1,0,0
27-Nov-22 Grafton,Grafton,Country,NSW,7,69,7,2,1,2,0,2,1,0
27-Nov-22 Traralgon,Traralgon,Country,VIC,9,83,8.5,1,1,6,2,0,0,0
26-Nov-22 Kempsey,Kempsey,Country,NSW,6,57,5.5,2,7,3,1,0,0,0
26-Nov-22 Moe,Moe,Country,VIC,9,95,9.5,2,7,6,0,1,0,0
26-Nov-22 Wagga Riverside,Wagga Riverside,Country,NSW,7,61,6,3,7,4,0,0,0,0
26-Nov-22 Coonamble,Coonamble,Country,NSW,6,69,7,0,7,2,3,1,0,0
25-Nov-22 Cranbourne,Cranbourne,Country,VIC,9,85,8.5,4,6,3,2,0,0,0
25-Nov-22 Canberra,Canberra,Country,ACT,9,74,7.5,2,6,5,2,0,0,0
25-Nov-22 Wodonga,Wodonga,Country,VIC,9,98,10,3,6,6,0,0,0,0
25-Nov-22 Muswellbrook,Muswellbrook,Country,NSW,8,93,9.5,3,6,3,2,0,0,0
24-Nov-22 Narromine,Narromine,Country,NSW,8,83,8.5,2,5,3,3,0,0,0
24-Nov-22 Bendigo,Bendigo,Country,VIC,8,91,9,2,5,5,1,0,0,0
22-Nov-22 Murwillumbah,Murwillumbah,Country,NSW,7,59,6,2,3,3,2,0,0,0
22-Nov-22 Geelong,Geelong,Country,VIC,8,61,6,5,3,3,0,0,0,0
22-Nov-22 Newcastle,Newcastle,Country,NSW,6,61,6,4,3,2,0,0,0,0
21-Nov-22 Wagga Riverside,Wagga Riverside,Country,NSW,8,67,6.5,4,2,1,3,0,0,0
21-Nov-22 Casterton,Casterton,Country,VIC,8,53,5.5,4,2,3,1,0,0,0
20-Nov-22 Taree,Taree,Country,NSW,8,91,9,6,1,2,0,0,0,0
20-Nov-22 Queanbeyan,Queanbeyan,Country,NSW,9,83,8.5,3,1,2,4,0,0,0
20-Nov-22 Swan Hill,Swan Hill,Country,VIC,7,77,7.5,4,1,2,0,0,1,0
20-Nov-22 Clare,Clare,Country,SA,7,58,6,4,1,2,1,0,0,0
19-Nov-22 Inverell,Inverell,Country,NSW,6,58,6,3,7,2,1,0,0,0
19-Nov-22 Penshurst,Penshurst,Country,VIC,8,72,7,5,7,3,0,0,0,0
19-Nov-22 Tatura,Tatura,Country,VIC,9,91,9,5,7,2,2,0,0,0
19-Nov-22 Roma,Roma,Country,QLD,7,79,8,1,7,4,2,0,0,0
18-Nov-22 Grafton,Grafton,Country,NSW,9,97,9.5,5,6,2,1,1,0,0
18-Nov-22 Naracoorte,Naracoorte,Country,SA,7,71,7,1,6,3,3,0,0,0
18-Nov-22 Bathurst,Bathurst,Country,NSW,8,59,6,3,6,2,3,0,0,0
18-Nov-22 Moe,Moe,Country,VIC,8,76,7.5,3,6,2,2,0,1,0
17-Nov-22 Mornington,Mornington,Country,VIC,8,72,7,3,5,3,2,0,0,0
17-Nov-22 Quirindi,Quirindi,Country,NSW,5,55,5.5,0,5,5,0,0,0,0
15-Nov-22 Narromine,Narromine,Country,NSW,7,66,6.5,1,3,5,1,0,0,0
15-Nov-22 Kyneton,Kyneton,Country,VIC,8,75,7.5,3,3,5,0,0,0,0
14-Nov-22 Scone,Scone,Country,NSW,9,81,8,4,2,4,1,0,0,0
14-Nov-22 Bairnsdale,Bairnsdale,Country,VIC,9,76,7.5,5,2,3,1,0,0,0
13-Nov-22 Donald,Donald,Country,VIC,8,64,6.5,1,1,6,1,0,0,0
13-Nov-22 Canberra,Canberra,Country,ACT,8,62,6,1,1,6,0,0,1,0
13-Nov-22 Geelong,Geelong,Country,VIC,8,80,8,1,1,5,1,1,0,0
12-Nov-22 Gundagai,Gundagai,Country,NSW,7,60,6,3,7,3,1,0,0,0
12-Nov-22 Bathurst,Bathurst,Country,NSW,6,60,6,2,7,4,0,0,0,0
12-Nov-22 Terang,Terang,Country,VIC,8,90,9,3,7,2,2,0,1,0
12-Nov-22 Emerald,Emerald,Country,QLD,6,54,5.5,4,7,1,0,0,1,0
11-Nov-22 Ballina,Ballina,Country,NSW,8,69,7,2,6,4,2,0,0,0
11-Nov-22 Seymour,Seymour,Country,VIC,8,89,9,4,6,1,3,0,0,0
11-Nov-22 Gundagai,Gundagai,Country,NSW,8,78,8,0,6,7,1,0,0,0
10-Nov-22 Port Macquarie,Port Macquarie,Country,NSW,8,82,8,2,5,4,1,1,0,0
10-Nov-22 Pakenham,Pakenham,Country,VIC,8,94,9.5,4,5,2,2,0,0,0
9-Nov-22 Bendigo,Bendigo,Country,VIC,9,101,10,4,4,4,1,0,0,0
8-Nov-22 Queanbeyan,Queanbeyan,Country,NSW,7,62,6,2,3,3,2,0,0,0
8-Nov-22 Casterton,Casterton,Country,VIC,8,72,7,2,3,5,1,0,0,0
7-Nov-22 Lismore,Lismore,Country,NSW,7,53,5.5,3,2,4,0,0,0,0
7-Nov-22 Scone,Scone,Country,NSW,7,75,7.5,2,2,3.5,1.5,0,0,0
7-Nov-22 Moe,Moe,Country,VIC,9,108,11,4,2,2,3,0,0,0
6-Nov-22 Warren,Warren,Country,NSW,8,88,9,3,1,4,1,0,0,0
6-Nov-22 Ararat,Ararat,Country,VIC,8,74,7.5,4,1,3,1,0,0,0
6-Nov-22 Armidale,Armidale,Country,NSW,7,80,8,3,1,3,1,0,0,0
6-Nov-22 Benalla,Benalla,Country,VIC,7,69,7,2,1,3,2,0,0,0
5-Nov-22 Goulburn,Goulburn,Country,NSW,6,48,5,3.5,7,2.5,0,0,0,0
5-Nov-22 Geelong,Geelong,Country,VIC,10,126,12.5,2,7,1,6,1,0,0
4-Nov-22 Pakenham,Pakenham,Country,VIC,10,75,7.5,2,6,8,0,0,0,0
4-Nov-22 Albury,Albury,Country,NSW,7,69,7,2,6,3,1,0,1,0
4-Nov-22 Kempsey,Kempsey,Country,NSW,8,84,8.5,3,6,3,0,2,0,0
4-Nov-22 Swan Hill,Swan Hill,Country,VIC,7,74,7.5,2,6,4,1,0,0,0
3-Nov-22 Sapphire Coast,Sapphire Coast,Country,NSW,7,57,5.5,3,5,2,0,1,1,0
2-Nov-22 Grafton,Grafton,Country,NSW,8,78,8,4,4,1,1,1,1,0
2-Nov-22 Bendigo,Bendigo,Country,VIC,9,65,6.5,3,4,5,0,1,0,0
1-Nov-22 Muswellbrook,Muswellbrook,Country,NSW,8,55,5.5,3,3,4,1,0,0,0
1-Nov-22 Echuca,Echuca,Country,VIC,8,76,7.5,3,3,4,1,0,0,0
1-Nov-22 Canberra,Canberra,Country,ACT,6,38,4,3,3,3,0,0,0,0
31-Oct-22 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,81,8,3,2,3,2,0,0,0
31-Oct-22 Ballina,Ballina,Country,NSW,7,65,6.5,4,2,2,1,0,0,0
30-Oct-22 Goulburn,Goulburn,Country,NSW,8,82,8,4,1,3,1,0,0,0
30-Oct-22 Mornington,Mornington,Country,VIC,9,75,7.5,5,1,4,0,0,0,0
30-Oct-22 Muswellbrook,Muswellbrook,Country,NSW,7,59,6,5,1,2,0,0,0,0
30-Oct-22 Naracoorte,Naracoorte,Country,SA,7,54,5.5,5,1,2,0,0,0,0
29-Oct-22 Coffs Harbour,Coffs Harbour,Country,NSW,6,54,5.5,0,7,3,3,0,0,0
29-Oct-22 Dubbo,Dubbo,Country,NSW,10,114,11.5,3,7,5,2,0,0,0
29-Oct-22 Quirindi,Quirindi,Country,NSW,6,61,6,1,7,4,0,1,0,0
29-Oct-22 Traralgon,Traralgon,Country,VIC,8,80,8,3,7,3,2,0,0,0
28-Oct-22 Coonamble,Coonamble,Country,NSW,8,86,8.5,2,6,4,1,1,0,0
28-Oct-22 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,9,76,7.5,5,6,4,0,0,0,0
28-Oct-22 Wagga,Wagga,Country,NSW,8,69,7,2,6,4,1,1,0,0
27-Oct-22 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,9,64,6.5,5,5,3,1,0,0,0
26-Oct-22 Bendigo,Bendigo,Country,VIC,9,79,8,2,4,3,3,1,0,0
25-Oct-22 Warracknabeal,Warracknabeal,Country,VIC,8,44,4.5,2,3,5,1,0,0,0
24-Oct-22 Newcastle B,Newcastle B,Country,NSW,9,64,6.5,4,2,2,3,0,0,0
24-Oct-22 Casterton,Casterton,Country,VIC,8,61,6,4,2,4,0,0,0,0
23-Oct-22 Port Macquarie,Port Macquarie,Country,NSW,7,58,6,2,1,4,1,0,0,0
23-Oct-22 Sale,Sale,Country,VIC,9,100,10,3,1,3,2,1,0,0
22-Oct-22 Collie,Collie,Country,WA,6,39,4,4,7,1,1,0,0,0
22-Oct-22 Laverton,Laverton,Country,WA,6,29,3,2,7,1,3,0,0,0
22-Oct-22 Moe,Moe,Country,VIC,8,83,8.5,4,7,2,2,0,0,0
22-Oct-22 St Arnaud,St Arnaud,Country,VIC,8,75,7.5,2,7,2,2,2,0,0
21-Oct-22 Canberra,Canberra,Country,ACT,9,88,9,5,6,4,0,0,0,0
21-Oct-22 Cranbourne,Cranbourne,Country,VIC,10,93,9.5,1,6,5,3,1,0,0
21-Oct-22 Gosford,Gosford,Country,NSW,8,55,5.5,5,6,3,0,0,0,0
20-Oct-22 Ballarat,Ballarat,Country,VIC,9,107,10.5,0,5,6,3,0,0,0
19-Oct-22 Geelong,Geelong,Country,VIC,10,135,13.5,5,4,3,2,0,0,0
19-Oct-22 Wagga,Wagga,Country,NSW,10,121,12,5,4,4,0,1,0,0
18-Oct-22 Bathurst,Bathurst,Country,NSW,7,68,7,2,3,4,0,1,0,0
18-Oct-22 Casterton,Casterton,Country,VIC,8,85,8.5,4,3,4,0,0,0,0
18-Oct-22 Grafton,Grafton,Country,NSW,8,90,9,3,3,3,2,0,0,0
17-Oct-22 Mornington,Mornington,Country,VIC,8,85,8.5,1,2,4,2,1,0,0
17-Oct-22 Mount Isa,Mount Isa,Country,QLD,7,49,5,4,2,3,0,0,0,0
17-Oct-22 Muswellbrook,Muswellbrook,Country,NSW,8,88,9,3,2,4,0,1,0,0
16-Oct-22 Horsham,Horsham,Country,VIC,8,74,7.5,3,1,3,1,1,0,0
16-Oct-22 Lismore,Lismore,Country,NSW,7,65,6.5,2,1,3,2,0,0,0
16-Oct-22 Nowra,Nowra,Country,NSW,7,54,5.5,4,1,2,1,0,0,0
16-Oct-22 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,71,7,2,1,4,2,0,0,0
15-Oct-22 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,51,5,4,7,3,1,0,0,0
15-Oct-22 Leinster,Leinster,Country,WA,6,28,3,1,7,4,1,0,0,0
14-Oct-22 Moe,Moe,Country,VIC,9,60,6,3,6,5,1,0,0,0
14-Oct-22 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,83,8.5,1,6,3,3,1,0,0
14-Oct-22 Taree,Taree,Country,NSW,8,80,8,3,6,3,2,0,0,0
12-Oct-22 Dubbo,Dubbo,Country,NSW,8,88,9,2,4,5,1,0,0,0
11-Oct-22 Echuca,Echuca,Country,VIC,8,77,7.5,4,3,4,0,0,0,0
11-Oct-22 Goulburn,Goulburn,Country,NSW,7,73,7.5,0,3,6,0,1,0,0
10-Oct-22 Bairnsdale,Bairnsdale,Country,VIC,9,94,9.5,2,2,7,0,0,0,0
10-Oct-22 Murwillumbah,Murwillumbah,Country,NSW,7,50,5,2,2,4,1,0,0,0
10-Oct-22 Tamworth,Tamworth,Country,NSW,7,76,7.5,3,2,1,2,1,0,0
9-Oct-22 Ballarat,Ballarat,Country,VIC,8,45,4.5,4,1,4,0,0,0,0
9-Oct-22 Penola,Penola,Country,SA,7,68,7,1,1,5,0,1,0,0
8-Oct-22 Hamilton,Hamilton,Country,VIC,8,66,6.5,0,7,6,1,0,0,1
8-Oct-22 Manangatang,Manangatang,Country,VIC,8,67,6.5,3,7,3,2,0,0,0
8-Oct-22 Moora,Moora,Country,WA,6,34,3.5,1,7,5,0,0,0,0
8-Oct-22 Port Macquarie,Port Macquarie,Country,NSW,7,87,8.5,1,7,4,2,0,0,0
7-Oct-22 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,50,5,5,6,2,0,0,1,0
7-Oct-22 Cloncurry,Cloncurry,Country,QLD,7,73,7.5,5,6,1,0,1,0,0
7-Oct-22 Cranbourne,Cranbourne,Country,VIC,9,66,6.5,6,6,2,1,0,0,0
7-Oct-22 Leonora,Leonora,Country,WA,6,30,3,3,6,3,0,0,0,0
7-Oct-22 Port Macquarie,Port Macquarie,Country,NSW,8,96,9.5,2,6,5,0,1,0,0
6-Oct-22 Mornington,Mornington,Country,VIC,9,108,11,4,5,2,1,2,0,0
6-Oct-22 Tamworth,Tamworth,Country,NSW,7,64,6.5,4,5,3,0,0,0,0
5-Oct-22 Sale,Sale,Country,VIC,8,82,8,2,4,2,3,1,0,0
4-Oct-22 Mildura,Mildura,Country,VIC,8,83,8.5,3,3,3,1,1,0,0
4-Oct-22 Goulburn,Goulburn,Country,NSW,8,78,8,2,3,5,1,0,0,0
3-Oct-22 Muswellbrook,Muswellbrook,Country,NSW,7,88,9,2,2,3,1,1,0,0
3-Oct-22 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,10,101,10,4,2,5,0,0,1,0
2-Oct-22 Bendigo,Bendigo,Country,VIC,8,87,8.5,1,1,6,1,0,0,0
2-Oct-22 Grafton,Grafton,Country,NSW,8,59,6,3,1,4,1,0,0,0
2-Oct-22 Narrandera,Narrandera,Country,NSW,8,66,6.5,5,1,3,0,0,0,0
2-Oct-22 Wangaratta,Wangaratta,Country,VIC,10,113,11.5,2,1,7,1,0,0,0
1-Oct-22 Murtoa,Murtoa,Country,VIC,8,84,8.5,2,7,5,1,0,0,0
1-Oct-22 Wagga,Wagga,Country,NSW,6,52,5,3,7,1,1,1,0,0
30-Sep-22 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,70,7,4,6,3,1,0,0,0
30-Sep-22 Dubbo,Dubbo,Country,NSW,9,106,10.5,0,6,8,0,1,0,0
30-Sep-22 Moruya,Moruya,Country,NSW,7,52,5,3,6,3,0,1,0,0
29-Sep-22 Geelong,Geelong,Country,VIC,10,103,10.5,3,5,4,2,1,0,0
28-Sep-22 Cranbourne,Cranbourne,Country,VIC,8,87,8.5,2,4,5,1,0,0,0
27-Sep-22 Grafton,Grafton,Country,NSW,9,104,10.5,2,3,5,1,1,0,0
26-Sep-22 Belmont,Belmont,Country,WA,10,105,10.5,5,2,3,1,0,1,0
26-Sep-22 Narrandera,Narrandera,Country,NSW,7,59,6,3,2,4,0,0,0,0
26-Sep-22 Tamworth,Tamworth,Country,NSW,7,71,7,3,2,2,2,0,0,0
25-Sep-22 Bathurst,Bathurst,Country,NSW,8,87,8.5,2,1,4,1,1,0,0
25-Sep-22 Naracoorte,Naracoorte,Country,SA,8,63,6.5,2,1,4,2,0,0,0
25-Sep-22 Port Macquarie,Port Macquarie,Country,NSW,7,73,7.5,2,1,5,0,0,0,0
24-Sep-22 Canberra,Canberra,Country,ACT,8,66,6.5,2,7,6,0,0,0,0
24-Sep-22 Longreach,Longreach,Country,QLD,8,84,8.5,4,7,3,0,1,0,0
24-Sep-22 Meekatharra,Meekatharra,Country,WA,6,28,3,4,7,2,0,0,0,0
23-Sep-22 Benalla,Benalla,Country,VIC,9,81,8,5,6,2,1,1,0,0
23-Sep-22 Coleraine,Coleraine,Country,VIC,8,83,8.5,4,6,4,0,0,0,0
23-Sep-22 Ewan,Ewan,Country,QLD,8,65,6.5,3,6,5,0,0,0,0
23-Sep-22 Goulburn,Goulburn,Country,NSW,9,89,9,4,6,4,0,1,0,0
23-Sep-22 Scone,Scone,Country,NSW,9,73,7.5,6.5,6,0,0.5,2,0,0
22-Sep-22 Lismore,Lismore,Country,NSW,2,16,1.5,0,5,2,0,0,0,0
22-Sep-22 Moe,Moe,Country,VIC,10,103,10.5,2,5,7,1,0,0,0
22-Sep-22 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,91,9,2,5,6,0,0,0,0
21-Sep-22 Bendigo,Bendigo,Country,VIC,9,71,7,4,4,3,1,1,0,0
20-Sep-22 Forbes,Forbes,Country,NSW,5,36,3.5,1.5,3,3.5,0,0,0,0
20-Sep-22 Warracknabeal,Warracknabeal,Country,VIC,8,74,7.5,1,3,5,1,0,1,0
19-Sep-22 Grafton,Grafton,Country,NSW,8,101,10,2,2,4,1,0,1,0
19-Sep-22 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,9,95,9.5,4,2,4,0,1,0,0
18-Sep-22 Armidale,Armidale,Country,NSW,7,64,6.5,1,1,4,2,0,0,0
18-Sep-22 Nowra,Nowra,Country,NSW,7,44,4.5,3,1,3,1,0,0,0
17-Sep-22 Bowraville,Bowraville,Country,NSW,7,58,6,2,7,5,0,0,0,0
17-Sep-22 Mount Magnet,Mount Magnet,Country,WA,6,39,4,2,7,4,0,0,0,0
17-Sep-22 Wagga,Wagga,Country,NSW,7,67,6.5,2,7,3,2,0,0,0
14-Jan-23 Kilmore,Kilmore,Country,VIC,7,75,7.5,1,7,0,5,1,0,0
14-Jan-23 Tuncurry,Tuncurry,Country,NSW,7,81,8,3,7,2.5,1.5,0,0,0
