RaceCode,Date,Day,State,Track,RaceNo,Time,Distance,FavSP,10,20,40,90,Runners,Barrier,WinSP
30-Nov-17 Bunbury R6,43069,5,WA,Bunbury,6,0.697916667,1208,2.35,3,0,2,1,10,,2.35
30-Nov-17 Bunbury R7,43069,5,WA,Bunbury,7,0.725694444,2019,4.8,2,3,0,0,11,,8
1-Dec-17 Sale R1,43070,6,VIC,Sale,1,0.5,1100,3.5,3,1,0,0,8,,3.5
1-Dec-17 Sale R2,43070,6,VIC,Sale,2,0.520833333,1100,1.4,2,1,2,0,7,,1.4
1-Dec-17 Sale R3,43070,6,VIC,Sale,3,0.541666667,1400,4.8,1,1,1,2,11,,7.5
1-Dec-17 Canberra R1,43070,6,ACT,Canberra,1,0.552083333,1000,3.9,2,0,0,0,7,,4.4
1-Dec-17 Sale R4,43070,6,VIC,Sale,4,0.5625,1717,3.1,5,5,3,0,15,,3.6
1-Dec-17 Mudgee R1,43070,6,NSW,Mudgee,1,0.565972222,1100,1.85,0,2,1,2,9,,9
1-Dec-17 Canberra R2,43070,6,ACT,Canberra,2,0.576388889,2000,2.3,2,1,1,0,7,,13
1-Dec-17 Sale R5,43070,6,VIC,Sale,5,0.583333333,2200,3,1,2,1,0,9,,3
1-Dec-17 Mudgee R2,43070,6,NSW,Mudgee,2,0.590277778,1400,2.7,2,2,0,0,8,,2.7
1-Dec-17 Canberra R3,43070,6,ACT,Canberra,3,0.600694444,1000,3.7,4,0,2,1,12,,9
1-Dec-17 Sale R6,43070,6,VIC,Sale,6,0.604166667,1200,3.6,2,1,2,0,10,,3.6
1-Dec-17 Mudgee R3,43070,6,NSW,Mudgee,3,0.618055556,1400,2,3,1,1,3,10,,2
1-Dec-17 Canberra R4,43070,6,ACT,Canberra,4,0.625,1000,2.7,2,0,0,1,7,,2.7
1-Dec-17 Sale R7,43070,6,VIC,Sale,7,0.628472222,1100,3,2,1,3,1,11,,5
1-Dec-17 Mudgee R4,43070,6,NSW,Mudgee,4,0.642361111,1500,1.7,2,3,2,3,12,,1.7
1-Dec-17 Canberra R5,43070,6,ACT,Canberra,5,0.649305556,1400,3.5,2,3,2,1,13,,3.5
1-Dec-17 Sale R8,43070,6,VIC,Sale,8,0.652777778,1400,2.25,5,1,3,2,14,,2.25
1-Dec-17 Mudgee R5,43070,6,NSW,Mudgee,5,0.666666667,1200,2.8,2,2,2,4,14,,2.8
1-Dec-17 Canberra R6,43070,6,ACT,Canberra,6,0.673611111,1300,2.6,3,2,1,0,10,,11
1-Dec-17 Mudgee R6,43070,6,NSW,Mudgee,6,0.690972222,1200,3.6,0,2,1,0,8,,4.8
1-Dec-17 Canberra R7,43070,6,ACT,Canberra,7,0.697916667,1200,3,3,3,1,1,12,,3
1-Dec-17 Albany R1,43070,6,WA,Albany,1,0.586805556,1500,1.5,4,1,1,0,8,,17
1-Dec-17 Mudgee R7,43070,6,NSW,Mudgee,7,0.715277778,1600,3,3,0,1,2,11,,5
1-Dec-17 Canberra R8,43070,6,ACT,Canberra,8,0.722222222,1400,5.5,3,1,0,0,10,,13
1-Dec-17 Albany R2,43070,6,WA,Albany,2,0.614583333,1230,3.7,5,3,0,0,11,,5.5
1-Dec-17 Mudgee R8,43070,6,NSW,Mudgee,8,0.743055556,1100,3.7,6,0,1,0,12,,18
1-Dec-17 Canterbury R1,43070,6,NSW,Canterbury,1,0.760416667,1550,2.3,0,0,0,0,4,,4.2
1-Dec-17 Albany R3,43070,6,WA,Albany,3,0.640277778,1230,2.6,1,2,0,1,10,,5.5
1-Dec-17 Moonee Valley R1,43070,6,VIC,Moonee Valley,1,0.770833333,1600,4.4,2,0,2,0,10,,9
1-Dec-17 Canterbury R2,43070,6,NSW,Canterbury,2,0.78125,1100,3.2,5,1,0,0,8,,4.6
1-Dec-17 Albany R4,43070,6,WA,Albany,4,0.661111111,1612,2.7,2,0,2,0,8,,2.7
1-Dec-17 Moonee Valley R2,43070,6,VIC,Moonee Valley,2,0.791666667,1000,3.7,0,2,0,0,8,,7.5
1-Dec-17 Canterbury R3,43070,6,NSW,Canterbury,3,0.802083333,1100,3,1,1,2,0,9,,3
1-Dec-17 Albany R5,43070,6,WA,Albany,5,0.681944444,1612,3.6,0,1,3,1,10,,3.6
1-Dec-17 Moonee Valley R3,43070,6,VIC,Moonee Valley,3,0.8125,3000,5,3,1,2,1,12,,5
1-Dec-17 Canterbury R4,43070,6,NSW,Canterbury,4,0.822916667,1100,1.85,4,1,1,0,8,,12
1-Dec-17 Albany R6,43070,6,WA,Albany,6,0.702777778,1100,3.1,1,4,0,0,10,,8
1-Dec-17 Moonee Valley R4,43070,6,VIC,Moonee Valley,4,0.833333333,1600,1.95,5,1,2,0,10,,8
1-Dec-17 Canterbury R5,43070,6,NSW,Canterbury,5,0.84375,1550,2.8,1,1,0,0,7,,2.8
1-Dec-17 Moonee Valley R5,43070,6,VIC,Moonee Valley,5,0.854166667,955,2.6,3,2,1,2,11,,2.6
1-Dec-17 Albany R7,43070,6,WA,Albany,7,0.732638889,1230,3.6,0,1,2,2,10,,4.4
1-Dec-17 Canterbury R6,43070,6,NSW,Canterbury,6,0.864583333,1250,2.5,0,4,0,0,8,,7
1-Dec-17 Moonee Valley R6,43070,6,VIC,Moonee Valley,6,0.875,2040,3.9,2,2,3,0,12,,5
1-Dec-17 Canterbury R7,43070,6,NSW,Canterbury,7,0.885416667,1100,4.2,2,1,1,0,9,,4.2
1-Dec-17 Moonee Valley R7,43070,6,VIC,Moonee Valley,7,0.895833333,1200,2.9,5,2,2,0,12,,12
1-Dec-17 Canterbury R8,43070,6,NSW,Canterbury,8,0.90625,1900,4.4,5,2,1,0,12,,26
1-Dec-17 Moonee Valley R8,43070,6,VIC,Moonee Valley,8,0.916666667,1200,3.4,4,2,1,0,10,,26
2-Dec-17 Rosehill R1,43071,7,NSW,Rosehill,1,0.524305556,1100,2.6,3,1,0,0,7,,12
2-Dec-17 Sandown Hillside R1,43071,7,VIC,Sandown Hillside,1,0.538194444,1000,5,3,0,1,0,9,,9
2-Dec-17 Kembla Grange R1,43071,7,NSW,Kembla Grange,1,0.540972222,1000,3,2,0,1,0,7,,4.6
2-Dec-17 Rosehill R2,43071,7,NSW,Rosehill,2,0.552083333,1200,2.25,0,0,0,0,4,,2.25
2-Dec-17 Doomben R1,43071,7,QLD,Doomben,1,0.515277778,2200,2.8,1,1,0,0,6,,2.8
2-Dec-17 Sandown Hillside R2,43071,7,VIC,Sandown Hillside,2,0.5625,1300,2.7,2,1,0,0,8,,7
2-Dec-17 Kembla Grange R2,43071,7,NSW,Kembla Grange,2,0.565277778,1000,3.2,5,0,0,1,10,,5.5
2-Dec-17 Gold Coast R1,43071,7,QLD,Gold Coast,1,0.526388889,1400,2.5,4,3,1,1,12,,12
2-Dec-17 Morphettville Parks R1,43071,7,SA,Morphettville Parks,1,0.549305556,1250,2.15,0,0,0,0,4,,9
2-Dec-17 Rosehill R3,43071,7,NSW,Rosehill,3,0.576388889,2400,2.5,1,0,0,0,7,,2.5
2-Dec-17 Kilcoy R1,43071,7,QLD,Kilcoy,1,0.536805556,1900,2.45,3,0,0,0,8,,7.5
2-Dec-17 Doomben R2,43071,7,QLD,Doomben,2,0.539583333,1050,2.9,2,2,0,0,8,,21
2-Dec-17 Sandown Hillside R3,43071,7,VIC,Sandown Hillside,3,0.586805556,1600,2.25,1,0,0,0,6,,2.25
2-Dec-17 Kembla Grange R3,43071,7,NSW,Kembla Grange,3,0.589583333,1600,3.8,0,0,2,0,9,,5.5
2-Dec-17 Gold Coast R2,43071,7,QLD,Gold Coast,2,0.550694444,1400,4.6,6,1,3,0,13,,19
2-Dec-17 Morphettville Parks R2,43071,7,SA,Morphettville Parks,2,0.573611111,1300,1.75,3,0,0,0,5,,1.75
2-Dec-17 Rosehill R4,43071,7,NSW,Rosehill,4,0.600694444,1200,4.2,4,5,2,1,15,,12
2-Dec-17 Kilcoy R2,43071,7,QLD,Kilcoy,2,0.561111111,1200,2.6,2,2,0,0,8,,2.6
2-Dec-17 Doomben R3,43071,7,QLD,Doomben,3,0.563888889,1050,3.9,3,3,1,0,12,,17
2-Dec-17 Sandown Hillside R4,43071,7,VIC,Sandown Hillside,4,0.611111111,1600,3.4,2,4,0,0,10,,3.4
2-Dec-17 Kembla Grange R4,43071,7,NSW,Kembla Grange,4,0.613888889,1600,4.4,2,1,0,1,10,,5.5
2-Dec-17 Gold Coast R3,43071,7,QLD,Gold Coast,3,0.575,1400,3,3,1,0,0,8,,12
2-Dec-17 Morphettville Parks R3,43071,7,SA,Morphettville Parks,3,0.597916667,1250,2.7,2,1,2,0,8,,3.7
2-Dec-17 Rosehill R5,43071,7,NSW,Rosehill,5,0.625,1500,2.5,4,1,0,0,8,,2.5
2-Dec-17 Kilcoy R3,43071,7,QLD,Kilcoy,3,0.586111111,1200,2.7,3,0,0,1,7,,6
2-Dec-17 Doomben R4,43071,7,QLD,Doomben,4,0.588888889,1200,4,1,1,3,0,10,,5.5
2-Dec-17 Kembla Grange R5,43071,7,NSW,Kembla Grange,5,0.636111111,1200,2.6,0,1,0,0,6,,7
2-Dec-17 Sandown Hillside R5,43071,7,VIC,Sandown Hillside,5,0.638888889,1400,2.6,2,3,0,1,10,,4.2
2-Dec-17 Gold Coast R4,43071,7,QLD,Gold Coast,4,0.601388889,1800,2.9,2,1,1,0,9,,7.5
2-Dec-17 Alice Springs R1,43071,7,NT,Alice Springs,1,0.614583333,1200,2.45,0,0,0,0,4,,3.3
2-Dec-17 Morphettville Parks R4,43071,7,SA,Morphettville Parks,4,0.625694444,1400,1.9,2,1,1,0,8,,1.9
2-Dec-17 Rosehill R6,43071,7,NSW,Rosehill,6,0.652777778,2000,2.1,3,0,0,0,7,,6.5
2-Dec-17 Kilcoy R4,43071,7,QLD,Kilcoy,4,0.613888889,800,3,1,1,1,0,7,,4.4
2-Dec-17 Doomben R5,43071,7,QLD,Doomben,5,0.616666667,1200,2.1,2,0,3,1,10,,2.1
2-Dec-17 Kembla Grange R6,43071,7,NSW,Kembla Grange,6,0.663888889,1200,1.7,2,2,2,1,10,,1.7
2-Dec-17 Sandown Hillside R6,43071,7,VIC,Sandown Hillside,6,0.666666667,1000,2.1,0,2,0,0,6,,4.8
2-Dec-17 Ascot R1,43071,7,WA,Ascot,1,0.544444444,1600,3.5,3,0,2,0,9,,3.5
2-Dec-17 Gold Coast R5,43071,7,QLD,Gold Coast,5,0.630555556,1800,3.5,1,0,2,0,9,,3.5
2-Dec-17 Alice Springs R2,43071,7,NT,Alice Springs,2,0.642361111,1200,2.8,0,1,0,0,5,,3
2-Dec-17 Morphettville Parks R5,43071,7,SA,Morphettville Parks,5,0.653472222,1950,3.4,1,0,1,0,7,,3.4
2-Dec-17 Rosehill R7,43071,7,NSW,Rosehill,7,0.680555556,1500,3.4,4,2,0,0,9,,20
2-Dec-17 Kilcoy R5,43071,7,QLD,Kilcoy,5,0.641666667,800,4.8,3,3,0,0,11,,7.5
2-Dec-17 Doomben R6,43071,7,QLD,Doomben,6,0.644444444,1600,3.6,5,2,4,0,14,,17
2-Dec-17 Kembla Grange R7,43071,7,NSW,Kembla Grange,7,0.691666667,1200,5,2,1,0,3,12,,6
2-Dec-17 Sandown Hillside R7,43071,7,VIC,Sandown Hillside,7,0.694444444,1000,2.4,1,1,0,0,6,,2.4
2-Dec-17 Ascot R2,43071,7,WA,Ascot,2,0.572222222,1400,2.25,3,0,2,0,8,,4
2-Dec-17 Gold Coast R6,43071,7,QLD,Gold Coast,6,0.658333333,900,1.65,1,3,2,2,10,,1.65
2-Dec-17 Morphettville Parks R6,43071,7,SA,Morphettville Parks,6,0.68125,2250,2.9,3,2,0,0,9,,2.9
2-Dec-17 Alice Springs R3,43071,7,NT,Alice Springs,3,0.675,1100,2.2,2,0,0,0,7,,2.2
2-Dec-17 Rosehill R8,43071,7,NSW,Rosehill,8,0.708333333,1100,4,4,3,0,1,12,,4.4
2-Dec-17 Kilcoy R6,43071,7,QLD,Kilcoy,6,0.669444444,1060,5,1,0,0,0,8,,7
2-Dec-17 Doomben R7,43071,7,QLD,Doomben,7,0.672222222,1200,3,3,1,0,2,10,,3
2-Dec-17 Kembla Grange R8,43071,7,NSW,Kembla Grange,8,0.719444444,1400,2.6,2,2,3,1,11,,2.6
2-Dec-17 Sandown Hillside R8,43071,7,VIC,Sandown Hillside,8,0.722222222,1800,3.3,3,1,3,0,12,,3.3
2-Dec-17 Ascot R3,43071,7,WA,Ascot,3,0.6,1400,2.35,4,3,0,1,10,,31
2-Dec-17 Gold Coast R7,43071,7,QLD,Gold Coast,7,0.686111111,1400,2.35,3,3,1,0,10,,26
2-Dec-17 Morphettville Parks R7,43071,7,SA,Morphettville Parks,7,0.709027778,1000,2,0,1,1,1,8,,8
2-Dec-17 Alice Springs R4,43071,7,NT,Alice Springs,4,0.7,1000,2.3,3,1,0,0,8,,2.3
2-Dec-17 Esperance R1,43071,7,WA,Esperance,1,0.607638889,1400,3,1,0,0,0,6,,4.2
2-Dec-17 Rosehill R9,43071,7,NSW,Rosehill,9,0.736111111,1300,4.8,2,2,1,0,11,,8
2-Dec-17 Toowoomba R1,43071,7,QLD,Toowoomba,1,0.697222222,1625,4,1,1,0,0,8,,5.5
2-Dec-17 Doomben R8,43071,7,QLD,Doomben,8,0.7,1200,3.8,2,3,1,0,10,,4.6
2-Dec-17 Sandown Hillside R9,43071,7,VIC,Sandown Hillside,9,0.746527778,1300,3.5,2,3,1,0,11,,4.2
2-Dec-17 Ascot R4,43071,7,WA,Ascot,4,0.625,1000,1.9,5,0,1,2,10,,1.9
2-Dec-17 Gold Coast R8,43071,7,QLD,Gold Coast,8,0.711111111,1200,1.55,1,2,1,0,7,,4.4
2-Dec-17 Morphettville Parks R8,43071,7,SA,Morphettville Parks,8,0.734722222,1400,2.25,2,2,2,0,10,,2.25
2-Dec-17 Alice Springs R5,43071,7,NT,Alice Springs,5,0.725694444,1400,3.6,1,0,0,0,6,,4.4
2-Dec-17 Esperance R2,43071,7,WA,Esperance,2,0.635416667,1100,2.45,2,0,2,0,9,,4.8
2-Dec-17 Toowoomba R2,43071,7,QLD,Toowoomba,2,0.721527778,1200,3.1,3,1,0,0,9,,3.1
2-Dec-17 Doomben R9,43071,7,QLD,Doomben,9,0.727083333,1200,5.5,3,2,2,1,13,,5.5
2-Dec-17 Ascot R5,43071,7,WA,Ascot,5,0.649305556,1100,4.2,3,1,2,0,11,,4.2
2-Dec-17 Alice Springs R6,43071,7,NT,Alice Springs,6,0.75,1400,2.3,1,0,0,0,5,,2.3
2-Dec-17 Esperance R3,43071,7,WA,Esperance,3,0.659722222,1100,2.15,4,1,2,1,11,,13
2-Dec-17 Toowoomba R3,43071,7,QLD,Toowoomba,3,0.75,1200,1.35,2,0,0,0,4,,1.35
2-Dec-17 Ascot R6,43071,7,WA,Ascot,6,0.673611111,1200,3.8,5,3,3,0,14,,21
2-Dec-17 Esperance R4,43071,7,WA,Esperance,4,0.684027778,1200,4.6,3,0,2,0,11,,8
2-Dec-17 Toowoomba R4,43071,7,QLD,Toowoomba,4,0.774305556,1300,2.5,1,2,0,0,8,,3.3
2-Dec-17 Ascot R7,43071,7,WA,Ascot,7,0.701388889,1200,4.2,3,3,2,0,12,,5
2-Dec-17 Esperance R5,43071,7,WA,Esperance,5,0.708333333,1200,2.9,1,2,2,0,9,,31
2-Dec-17 Toowoomba R5,43071,7,QLD,Toowoomba,5,0.798611111,1300,2.5,0,3,0,0,8,,7
2-Dec-17 Ascot R8,43071,7,WA,Ascot,8,0.729166667,2100,5.5,6,1,3,0,14,,8
2-Dec-17 Esperance R6,43071,7,WA,Esperance,6,0.736111111,1400,4.4,2,0,3,0,11,,41
2-Dec-17 Toowoomba R6,43071,7,QLD,Toowoomba,6,0.822916667,1000,2.1,2,0,0,0,5,,3.3
2-Dec-17 Toowoomba R7,43071,7,QLD,Toowoomba,7,0.84375,1050,2.6,1,1,0,0,5,,2.6
3-Dec-17 Murray Bridge R1,43072,1,SA,Murray Bridge,1,0.513888889,1200,1.8,1,0,1,0,6,,5.5
3-Dec-17 Newcastle R1,43072,1,NSW,Newcastle,1,0.5375,900,1.55,1,1,1,1,7,,8.5
3-Dec-17 Geelong Synthetic R1,43072,1,VIC,Geelong Synthetic,1,0.540277778,1200,2.25,3,2,0,1,9,,2.25
3-Dec-17 Pakenham Synthetic R1,43072,1,VIC,Pakenham Synthetic,1,0.552083333,1600,2.8,1,0,0,0,5,,3.3
3-Dec-17 Murray Bridge R2,43072,1,SA,Murray Bridge,2,0.538194444,900,2,1,1,1,0,5,,2
3-Dec-17 Newcastle R2,43072,1,NSW,Newcastle,2,0.561805556,2300,2.35,1,1,1,0,7,,3.5
3-Dec-17 Geelong Synthetic R2,43072,1,VIC,Geelong Synthetic,2,0.564583333,1200,1.5,1,4,0,0,8,,1.5
3-Dec-17 Sunshine Coast R1,43072,1,QLD,Sunshine Coast,1,0.525694444,1600,4.2,3,2,0,0,11,,7
3-Dec-17 Grafton R1,43072,1,NSW,Grafton,1,0.573611111,1006,3,3,1,2,2,12,,3
3-Dec-17 Pakenham Synthetic R2,43072,1,VIC,Pakenham Synthetic,2,0.576388889,1400,3.6,2,2,1,1,12,,3.6
3-Dec-17 Murray Bridge R3,43072,1,SA,Murray Bridge,3,0.5625,1200,2.6,1,0,2,0,7,,4.4
3-Dec-17 Newcastle R3,43072,1,NSW,Newcastle,3,0.586111111,1300,2.15,1,0,1,1,7,,9
3-Dec-17 Geelong Synthetic R3,43072,1,VIC,Geelong Synthetic,3,0.588888889,1300,1.6,0,1,1,0,6,,5
3-Dec-17 Sunshine Coast R2,43072,1,QLD,Sunshine Coast,2,0.55,1000,3.9,2,0,3,1,11,,13
3-Dec-17 Grafton R2,43072,1,NSW,Grafton,2,0.597916667,1006,1.35,4,3,1,0,9,,1.35
3-Dec-17 Pakenham Synthetic R3,43072,1,VIC,Pakenham Synthetic,3,0.600694444,1100,1.7,2,2,2,1,10,,6
3-Dec-17 Murray Bridge R4,43072,1,SA,Murray Bridge,4,0.586805556,1400,2.7,1,2,0,2,9,,101
3-Dec-17 Newcastle R4,43072,1,NSW,Newcastle,4,0.610416667,1400,3,1,1,0,2,8,,5.5
3-Dec-17 Geelong Synthetic R4,43072,1,VIC,Geelong Synthetic,4,0.613194444,1300,2.8,1,2,0,0,7,,15
3-Dec-17 Sunshine Coast R3,43072,1,QLD,Sunshine Coast,3,0.574305556,1000,2.5,3,0,0,0,7,,3.9
3-Dec-17 Grafton R3,43072,1,NSW,Grafton,3,0.622222222,2210,3.2,1,0,1,0,6,,3.9
3-Dec-17 Pakenham Synthetic R4,43072,1,VIC,Pakenham Synthetic,4,0.625,1100,2,3,2,1,1,10,,2
3-Dec-17 Murray Bridge R5,43072,1,SA,Murray Bridge,5,0.611111111,1400,2.35,3,0,1,0,8,,2.35
3-Dec-17 Newcastle R5,43072,1,NSW,Newcastle,5,0.635416667,900,1.45,3,1,1,1,8,,1.45
3-Dec-17 Geelong Synthetic R5,43072,1,VIC,Geelong Synthetic,5,0.638888889,1100,2.9,1,1,1,0,7,,4
3-Dec-17 Sunshine Coast R4,43072,1,QLD,Sunshine Coast,4,0.600694444,1800,4.6,1,0,0,0,7,,4.6
3-Dec-17 Grafton R4,43072,1,NSW,Grafton,4,0.649305556,1106,2.9,2,1,1,3,12,,2.9
3-Dec-17 Pakenham Synthetic R5,43072,1,VIC,Pakenham Synthetic,5,0.652777778,1600,2.9,0,0,1,0,5,,2.9
3-Dec-17 Geelong Synthetic R6,43072,1,VIC,Geelong Synthetic,6,0.659722222,2200,3.1,0,1,1,0,7,,41
3-Dec-17 Murray Bridge R6,43072,1,SA,Murray Bridge,6,0.642361111,1000,2.8,1,2,1,0,9,,4.6
3-Dec-17 Newcastle R6,43072,1,NSW,Newcastle,6,0.666666667,1400,2.6,3,1,1,0,9,,2.6
3-Dec-17 Sunshine Coast R5,43072,1,QLD,Sunshine Coast,5,0.631944444,1400,2.5,2,2,0,0,8,,6
3-Dec-17 Pakenham Synthetic R6,43072,1,VIC,Pakenham Synthetic,6,0.677083333,1400,2.8,1,0,1,1,8,,9
3-Dec-17 Grafton R5,43072,1,NSW,Grafton,5,0.680555556,1710,3.6,2,1,1,1,9,,3.6
3-Dec-17 Geelong Synthetic R7,43072,1,VIC,Geelong Synthetic,7,0.684027778,1900,2.3,1,0,0,0,4,,6
3-Dec-17 Murray Bridge R7,43072,1,SA,Murray Bridge,7,0.670138889,1600,3,2,0,0,0,6,,10
3-Dec-17 Newcastle R7,43072,1,NSW,Newcastle,7,0.69375,1300,1.8,0,4,2,2,11,,3.7
3-Dec-17 Sunshine Coast R6,43072,1,QLD,Sunshine Coast,6,0.657638889,1200,2.7,0,2,2,1,10,,4.4
3-Dec-17 Pakenham Synthetic R7,43072,1,VIC,Pakenham Synthetic,7,0.701388889,1600,3.4,2,0,0,0,7,,4.4
3-Dec-17 Grafton R6,43072,1,NSW,Grafton,6,0.70625,1410,3.7,5,1,0,0,10,,5
3-Dec-17 Geraldton R1,43072,1,WA,Geraldton,1,0.584027778,1200,3.8,3,1,2,2,12,,9.5
3-Dec-17 Geelong Synthetic R8,43072,1,VIC,Geelong Synthetic,8,0.711805556,1300,4.8,4,3,1,0,11,,10
3-Dec-17 Murray Bridge R8,43072,1,SA,Murray Bridge,8,0.694444444,1200,3.3,1,1,1,0,6,,5.5
3-Dec-17 Newcastle R8,43072,1,NSW,Newcastle,8,0.71875,1200,2.15,4,1,0,1,9,,2.15
3-Dec-17 Pakenham Synthetic R8,43072,1,VIC,Pakenham Synthetic,8,0.725694444,1100,4,4,0,0,0,9,,4
3-Dec-17 Sunshine Coast R7,43072,1,QLD,Sunshine Coast,7,0.6875,1200,3.1,1,1,0,0,6,,3.6
3-Dec-17 Grafton R7,43072,1,NSW,Grafton,7,0.732638889,1610,2.8,5,2,3,2,15,,7.5
3-Dec-17 Geraldton R2,43072,1,WA,Geraldton,2,0.611111111,1800,4,2,1,1,1,10,,4.4
3-Dec-17 Sunshine Coast R8,43072,1,QLD,Sunshine Coast,8,0.711111111,1400,5,2,1,1,0,10,,9
3-Dec-17 Geraldton R3,43072,1,WA,Geraldton,3,0.631944444,1800,3.8,2,1,1,0,9,,7.5
3-Dec-17 Geraldton R4,43072,1,WA,Geraldton,4,0.654861111,1200,2.8,2,0,0,0,7,,15
3-Dec-17 Geraldton R5,43072,1,WA,Geraldton,5,0.675694444,1200,4.2,5,1,1,1,12,,101
3-Dec-17 Geraldton R6,43072,1,WA,Geraldton,6,0.697916667,1400,2.25,1,1,4,0,10,,26
3-Dec-17 Geraldton R7,43072,1,WA,Geraldton,7,0.722222222,1300,4.8,3,2,3,1,14,,5
4-Dec-17 Terang R1,43073,2,VIC,Terang,1,0.520833333,1200,2.4,4,0,0,0,8,,2.4
4-Dec-17 Terang R2,43073,2,VIC,Terang,2,0.541666667,1200,3.4,3,2,3,0,12,,3.4
4-Dec-17 Mount Gambier R1,43073,2,SA,Mount Gambier,1,0.527777778,900,1.95,2,1,2,1,9,,15
4-Dec-17 Sapphire Coast R1,43073,2,NSW,Sapphire Coast,1,0.555555556,1408,3,2,0,0,0,6,,17
4-Dec-17 Terang R3,43073,2,VIC,Terang,3,0.5625,1000,2.8,2,3,0,3,11,,21
4-Dec-17 Tamworth R1,43073,2,NSW,Tamworth,1,0.569444444,1600,1.85,3,1,1,4,12,,1.85
4-Dec-17 Mount Gambier R2,43073,2,SA,Mount Gambier,2,0.552083333,1550,2.8,1,2,0,1,9,,3.6
4-Dec-17 Sapphire Coast R2,43073,2,NSW,Sapphire Coast,2,0.579861111,1608,1.6,3,0,1,0,7,,1.6
4-Dec-17 Terang R4,43073,2,VIC,Terang,4,0.583333333,1000,2.6,0,2,2,2,10,,2.6
4-Dec-17 Mount Gambier R3,43073,2,SA,Mount Gambier,3,0.572916667,1200,2.7,3,3,1,1,11,,4.2
4-Dec-17 Tamworth R2,43073,2,NSW,Tamworth,2,0.597222222,2100,2.35,0,1,0,0,6,,2.35
4-Dec-17 Terang R5,43073,2,VIC,Terang,5,0.604166667,1400,3.2,2,2,2,3,14,,4.8
4-Dec-17 Sapphire Coast R3,43073,2,NSW,Sapphire Coast,3,0.607638889,908,2.2,1,2,0,1,8,,4.2
4-Dec-17 Mount Gambier R4,43073,2,SA,Mount Gambier,4,0.59375,1800,5,5,3,1,0,13,,21
4-Dec-17 Tamworth R3,43073,2,NSW,Tamworth,3,0.618055556,1200,2.5,7,2,0,0,11,,11
4-Dec-17 Terang R6,43073,2,VIC,Terang,6,0.625,1200,3.8,2,2,0,0,9,,3.8
4-Dec-17 Sapphire Coast R4,43073,2,NSW,Sapphire Coast,4,0.631944444,1208,3.2,2,2,1,1,11,,3.2
4-Dec-17 Mount Gambier R5,43073,2,SA,Mount Gambier,5,0.614583333,1200,4.2,6,0,2,0,12,,12
4-Dec-17 Tamworth R4,43073,2,NSW,Tamworth,4,0.642361111,1200,2.8,4,0,2,1,10,,14
4-Dec-17 Terang R7,43073,2,VIC,Terang,7,0.645833333,1200,4.2,1,2,0,0,9,,5
4-Dec-17 Mount Gambier R6,43073,2,SA,Mount Gambier,6,0.635416667,1550,2.6,1,0,0,0,5,,2.6
4-Dec-17 Sapphire Coast R5,43073,2,NSW,Sapphire Coast,5,0.659722222,1208,4.4,4,1,1,0,10,,11
4-Dec-17 Terang R8,43073,2,VIC,Terang,8,0.666666667,1000,4,0,1,4,1,12,,5
4-Dec-17 Tamworth R5,43073,2,NSW,Tamworth,5,0.670138889,1600,2.5,4,0,0,0,8,,5.5
4-Dec-17 Mount Gambier R7,43073,2,SA,Mount Gambier,7,0.65625,1200,3.8,3,1,1,0,9,,3.8
4-Dec-17 Sapphire Coast R6,43073,2,NSW,Sapphire Coast,6,0.684027778,1008,2.4,3,1,0,0,8,,2.4
4-Dec-17 Terang R9,43073,2,VIC,Terang,9,0.6875,1400,2.2,7,2,1,0,12,,6.5
4-Dec-17 Tamworth R6,43073,2,NSW,Tamworth,6,0.694444444,1000,3.7,2,2,1,0,10,,5.5
4-Dec-17 Mount Gambier R8,43073,2,SA,Mount Gambier,8,0.677083333,2400,2.9,2,1,2,0,10,,4.6
4-Dec-17 Terang R10,43073,2,VIC,Terang,10,0.708333333,1850,2.2,3,5,1,3,14,,201
4-Dec-17 Sapphire Coast R7,43073,2,NSW,Sapphire Coast,7,0.711805556,1608,5,5,0,0,0,10,,5
4-Dec-17 Mount Gambier R9,43073,2,SA,Mount Gambier,9,0.697916667,1400,4,7,3,0,0,14,,14
4-Dec-17 Tamworth R7,43073,2,NSW,Tamworth,7,0.722222222,1200,2.25,0,4,1,0,9,,21
4-Dec-17 Sapphire Coast R8,43073,2,NSW,Sapphire Coast,8,0.736111111,1208,3.3,3,0,0,2,10,,3.3
4-Dec-17 Tamworth R8,43073,2,NSW,Tamworth,8,0.746527778,1200,2.3,2,0,0,0,6,,3.4
5-Dec-17 Wangaratta R1,43074,3,VIC,Wangaratta,1,0.5625,2000,3.3,1,1,1,2,10,,3.3
5-Dec-17 Taree R1,43074,3,NSW,Taree,1,0.576388889,1600,2.1,2,1,1,2,9,,91
5-Dec-17 Beaudesert R1,43074,3,QLD,Beaudesert,1,0.539583333,1650,2.7,1,1,0,0,6,,2.9
5-Dec-17 Wangaratta R2,43074,3,VIC,Wangaratta,2,0.583333333,1170,3.2,0,0,0,3,9,,5.5
5-Dec-17 Orange R1,43074,3,NSW,Orange,1,0.590277778,2100,2.6,1,0,2,2,9,,3
5-Dec-17 Taree R2,43074,3,NSW,Taree,2,0.600694444,1000,1.8,1,0,1,1,7,,5.5
